park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result, 2017_follow_up_sample_date,2017_epa_first_draw_result, 2017_epa_first_draw_sample_date, follow_up_field_result, follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min 
ROWAN (WILLIAM),Rowan  #3 - Low,"NORTH SIDE OF FIELDHOUSE, ON PATH",11546 S AVENUE L,<2.0,5/6/17,,,,,,,,,<2.0,,
RUSSELL (MARTIN) SQUARE,Russell Square #1,"NORTHEAST CORNER OF PARK, ON PATH",3045 E 83RD ST,<2.0,5/1/17,,,20.8,6/30/17,,,,,76,43,4.3
RUSSELL (MARTIN) SQUARE,Russell Square #2,"SOUTHEAST CORNER OF FIELDHOUSE, ON PATH",3045 E 83RD ST,<2.0,5/1/17,,,9.37,6/30/17,,,,,18,9.4,<2.0
RUSSELL (MARTIN) SQUARE,Russell Square #3,POOL DECK,3045 E 83RD ST,<2.0,5/1/17,,,87.7,6/30/17,,,,,-,,
RUSSELL (MARTIN) SQUARE,Russell Square #4,"3RD BASE LINE OF WEST DIAMOND, ON PATH",3045 E 83RD ST,<2.0,5/1/17,,,57.5,6/30/17,,,,,17,18,<2.0
RUSSELL (MARTIN) SQUARE,Russell Square #5,PLAYGROUND,3045 E 83RD ST,2.91,6/3/17,,,2.76,6/30/17,,,,,3,,
RUSSELL (MARTIN) SQUARE,Russell Square #6,"NORTHWEST OF TENNIS COURTS, ON PATH",3045 E 83RD ST,<2.0,8/4/17,,,,,< 2,8/4/17,,,1,,
RUTHERFORD SAYRE,Rutherford Sayre #1 - High,East of field house,6871 W BELDEN AVE,<2.0,4/11/17,,,,,,,,,0.304,,
RUTHERFORD SAYRE,Rutherford Sayre #1 - Low,East of field house,6871 W BELDEN AVE,<2.0,4/11/17,,,,,,,,,0.349,,
RUTHERFORD SAYRE,Rutherford Sayre #2 - High,In playground,6871 W BELDEN AVE,<2.0,4/11/17,,,,,,,,,<0.12,,
RUTHERFORD SAYRE,Rutherford Sayre #2 - Middle,In playground,6871 W BELDEN AVE,<2.0,4/11/17,,,,,,,,,<0.12,,
RUTHERFORD SAYRE,Rutherford Sayre #2 - Low,In playground,6871 W BELDEN AVE,<2.0,4/11/17,,,,,,,,,<0.12,,
RUTHERFORD SAYRE,Rutherford Sayre #3,"In field, north of train tracks, west of Oak Park",6871 W BELDEN AVE,<2.0,4/11/17,,,,,,,,,10.1,,
SACRAMENTO,Sacramento  #1 - High,At park entrance,3520 N SACRAMENTO AVE,3.56,4/18/17,,,8.06,8/19/17,,,,,19,21,17
SACRAMENTO,Sacramento  #1 - Low,At park entrance,3520 N SACRAMENTO AVE,3.69,4/18/17,,,6.95,8/19/17,,,,,19.5,21,17
SAUGANASH,Sauganash  #1,"Northwest corner of park, on path",5861 N KOSTNER AVE,<2.0,4/17/17,,,,,,,,,1.28,,
SAUGANASH,Sauganash  #2 - High,At playground,5861 N KOSTNER AVE,<2.0,4/17/17,,,,,,,,,<0.12,,
SAUGANASH,Sauganash  #2 - Middle,At playground,5861 N KOSTNER AVE,<2.0,4/17/17,,,,,,,,,<0.12,,
SAUGANASH,Sauganash  #2 - Low,At playground,5861 N KOSTNER AVE,<2.0,4/17/17,,,,,,,,,<0.12,,
SAUGANASH,Sauganash  #3,North of tennis court,5861 N KOSTNER AVE,<2.0,4/17/17,,,,,,,,,1.12,,
SCHAEFER (EDWARD),Schaefer  #1,AT ENTRANCE ON MARSHFIELD,2415 N MARSHFIELD AVE,<2.0,4/26/17,,,2.28,7/11/17,,,,,34,32,48
SCHREIBER,Schreiber  #1 - High,SOUTH OF PLAYGROUND,1552 W SCHREIBER AVE,<2.0,4/25/17,,,,,,,,,3.3,,
SCHREIBER,Schreiber  #1 - Middle,SOUTH OF PLAYGROUND,1552 W SCHREIBER AVE,<2.0,4/25/17,,,,,,,,,3.2,,
SCHREIBER,Schreiber  #1 - Low,SOUTH OF PLAYGROUND,1552 W SCHREIBER AVE,<2.0,4/25/17,,,,,,,,,3.5,,
SCHREIBER,Schreiber  #2 - High,IN COMMUNITY GARDEN,1552 W SCHREIBER AVE,<2.0,4/25/17,,,,,,,,,<2.0,,
SCHREIBER,Schreiber  #2 - Low,IN COMMUNITY GARDEN,1552 W SCHREIBER AVE,<2.0,4/25/17,,,,,,,,,<2.0,,
SCOTTSDALE,Scottsdale  #1,NORTHEAST CORNER OF FIELDHOUSE,4637 W 83RD ST,<2.0,4/3/17,,,,,,,,,6.44,,
SENECA,Seneca  #1 - High,Center of park,228 E CHICAGO AVE,<2.0,4/4/17,,,,,,,,,<2.0,,
SENECA,Seneca  #1 - Low,Center of park,228 E CHICAGO AVE,<2.0,4/4/17,,,,,,,,,<2.0,,
SENIOR CITIZENS MEML.,Senior Citizens Memorial #1,CORNER OF LYNDALE AND OAKLEY,2238 N OAKLEY AVE,4.31,4/21/17,,,47.8,7/13/17,,,,,58,,
"SENKA (EDWARD ""DUKE"")",Senka  #1 - High,NORTHWEST OF BASKETBALL COURTS,5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,<0.12,,
"SENKA (EDWARD ""DUKE"")",Senka  #1 - Middle,NORTHWEST OF BASKETBALL COURTS,5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,0.168,,
"SENKA (EDWARD ""DUKE"")",Senka  #1 - Low,NORTHWEST OF BASKETBALL COURTS,5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,0.482,,
"SENKA (EDWARD ""DUKE"")",Senka  #2 - High,PLAYGROUND,5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,0.168,,
"SENKA (EDWARD ""DUKE"")",Senka  #2 - Middle,PLAYGROUND,5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,0.202,,
"SENKA (EDWARD ""DUKE"")",Senka  #2 - Low,PLAYGROUND,5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,0.295,,
"SENKA (EDWARD ""DUKE"")",Senka  #3 - High,SOUTH SIDE OF SOCCER FIELD,5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,<0.12,,
"SENKA (EDWARD ""DUKE"")",Senka  #3 - Middle,SOUTH SIDE OF SOCCER FIELD,5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,0.179,,
"SENKA (EDWARD ""DUKE"")",Senka  #3 - Low,SOUTH SIDE OF SOCCER FIELD,5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,<0.12,,
"SENKA (EDWARD ""DUKE"")",Senka  #4 - High,"NORTHEAST CORNER OF PARK, ON PATH",5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,0.37,,
"SENKA (EDWARD ""DUKE"")",Senka  #4 - Low,"NORTHEAST CORNER OF PARK, ON PATH",5656 S ST LOUIS AVE,<2.0,4/3/17,,,,,,,,,0.263,,
SENN (NICHOLAS),Senn  #1 - High,"AT WALKWAY BETWEEN SENN SOUTH AND SENN NORTH, ON THORNDALE",5887 N RIDGE AVE,<2.0,4/24/17,,,,,,,,,<2.0,,
SENN (NICHOLAS),Senn  #1 - Low,"AT WALKWAY BETWEEN SENN SOUTH AND SENN NORTH, ON THORNDALE",5887 N RIDGE AVE,<2.0,4/24/17,,,,,,,,,<2.0,,
SENN (NICHOLAS),Senn  #2 - High,AT PARK ENTRANCE AT RIDGE AND CLARK,5887 N RIDGE AVE,4.17,4/24/17,,,7.62,7/26/17,,,,,26,8.7,3.8
SENN (NICHOLAS),Senn  #2 - Low,AT PARK ENTRANCE AT RIDGE AND CLARK,5887 N RIDGE AVE,3.8,4/24/17,,,8.29,7/26/17,,,,,8.5,,
SENN (NICHOLAS),Senn  #3 - High,SOUTH CORNER OF TENNIS COURT,5887 N RIDGE AVE,3.8,4/24/17,,,8.73,7/26/17,,,,,35,78,8.6
SENN (NICHOLAS),Senn  #3 - Low,SOUTH CORNER OF TENNIS COURT,5887 N RIDGE AVE,3.82,4/24/17,,,18.7,7/26/17,,,,,36,79,8.7
SENN (NICHOLAS),Senn  #4 - High,SOUTHEAST CORNER OF SOCCER FIELD,5887 N RIDGE AVE,2.93,6/23/17,,,,,,,,,6.6,,
SENN (NICHOLAS),Senn  #4 - Low,SOUTHEAST CORNER OF SOCCER FIELD,5887 N RIDGE AVE,2.81,6/23/17,,,,,,,,,7.2,,
SENN (NICHOLAS),Senn  #5 - High,PLAYGROUND,5887 N RIDGE AVE,<2.0,6/5/17,,,,,,,,,<2.0,,
SENN (NICHOLAS),Senn  #5 - Low,PLAYGROUND,5887 N RIDGE AVE,<2.0,6/5/17,,,,,,,,,<2.0,,
SEWARD (WILLIAM),Seward  #1 - High,West of entrance at Division and Sedgewick,375 W ELM ST,<2.0,6/7/17,,,,,,,,,<2.0,,
SEWARD (WILLIAM),Seward  #1 - Low,West of entrance at Division and Sedgewick,375 W ELM ST,<2.0,6/7/17,,,,,,,,,<2.0,,
SEWARD (WILLIAM),Seward  #1 - Dog,West of entrance at Division and Sedgewick,375 W ELM ST,<2.0,6/7/17,,,,,,,,,<2.0,,
SEWARD (WILLIAM),Seward  #2,"Southeast of Elm cul-de-sac, west of basketball court",375 W ELM ST,<2.0,4/14/17,,,19.3,7/19/17,,,,,110,30,4
SEWARD (WILLIAM),Seward  #3,"South side of fieldhouse, next to basketball courts",375 W ELM ST,<2.0,4/4/17,,,,,,,,,<2.0,,
SHABBONA,Shabbona  #1 - High,Playground,6935 W ADDISON,<2.0,4/8/17,,,,,,,,,0.243,,
SHABBONA,Shabbona  #1 - Middle,Playground,6935 W ADDISON,<2.0,4/8/17,,,,,,,,,0.227,,
SHABBONA,Shabbona  #1 - Low,Playground,6935 W ADDISON,<2.0,4/8/17,,,,,,,,,0.208,,
SHABBONA,Shabbona  #2 - High,"Southeast of tennis court, on path",6935 W ADDISON,18.8,5/20/17,13.1,7/18/17,103,9/1/17,,,,,16.8,19,20
SHABBONA,Shabbona  #2 - Low,"Southeast of tennis court, on path",6935 W ADDISON,17.7,5/20/17,12.4,7/18/17,100,9/1/17,,,,,17,18,17
SHABBONA,Shabbona  #3 - High,"Middle of park, east of Sayre",6935 W ADDISON,<2.0,4/8/17,,,,,,,,,8.25,,
SHABBONA,Shabbona  #3 - Low,"Middle of park, east of Sayre",6935 W ADDISON,<2.0,4/8/17,,,,,,,,,8.41,,
SHABBONA,Shabbona  #4 - High,"South end of park, north of School",6935 W ADDISON,<2.0,4/5/17,,,,,,,,,0.716,,
SHABBONA,Shabbona  #4 - Low,"South end of park, north of School",6935 W ADDISON,<2.0,4/8/17,,,,,,,,,0.718,,
SHEDD (JOHN G.),Shedd  #1,East side of Fieldhouse,3660 W 23RD ST,<2.0,4/13/17,,,,,,,,,3.73,,
SHEIL (BERNARD) COMM. CTR.,Sheil  #1 ,NEXT TO ENTRANCE,3505 N SOUTHPORT AVE,<2.0,4/29/17,,,<2.0,7/7/17,,,,,<2.0,,
SHERIDAN (PHILIP HENRY),Sheridan  #1 - High,"First base line, north of bleachers",910 S ABERDEEN ST,5.41,4/13/17,,,7.91,5/22/17,,,,,35,14,13
SHERIDAN (PHILIP HENRY),Sheridan  #1 - Low,"First base line, north of bleachers",910 S ABERDEEN ST,7,4/13/17,,,7.93,5/22/17,,,,,31,24,14
SHERIDAN (PHILIP HENRY),Sheridan  #2 - High,"North side of fieldhouse, east side of bocce court",910 S ABERDEEN ST,<2.0,4/13/17,,,,,,,,,3.3,,
SHERIDAN (PHILIP HENRY),Sheridan  #2 - Middle,"North side of fieldhouse, east side of bocce court",910 S ABERDEEN ST,<2.0,4/13/17,,,,,,,,,3.3,,
SHERIDAN (PHILIP HENRY),Sheridan  #2 - Low,"North side of fieldhouse, east side of bocce court",910 S ABERDEEN ST,<2.0,4/13/17,,,,,,,,,3.2,,
SHERMAN (JOHN),Sherman  #1 - High,POOL DECK,1301 W 52ND ST,<2.0,4/5/17,,,2.08,6/29/17,,,,,58.6,4.7,<2.0
SHERMAN (JOHN),Sherman  #1 - Low,POOL DECK,1301 W 52ND ST,<2.0,4/5/17,,,<2.0,6/29/17,,,,,69,6.6,<2.0
SHERMAN (JOHN),Sherman  #2 - High,SOUTH OF NORTH PLAYGROUND,1301 W 52ND ST,<2.0,4/5/17,,,,,,,,,<0.12,,
SHERMAN (JOHN),Sherman  #2 - Middle,SOUTH OF NORTH PLAYGROUND,1301 W 52ND ST,<2.0,4/5/17,,,,,,,,,<0.12,,
SHERMAN (JOHN),Sherman  #2 - Low,SOUTH OF NORTH PLAYGROUND,1301 W 52ND ST,<2.0,4/5/17,,,,,,,,,<0.12,,
SHERMAN (JOHN),Sherman  #3,WEST SIDE OF FIELDHOUSE,1301 W 52ND ST,<2.0,4/5/17,,,,,,,,,8.32,,
SHERMAN (JOHN),Sherman  #4,EAST SIDE OF FIELDHOUSE,1301 W 52ND ST,3.79,4/5/17,,,30.7,6/29/17,,,,,19.6,60,2.1
SHERMAN (JOHN),Sherman  #5,WEST OF LIBRARY,1301 W 52ND ST,63.1,4/5/17,<2.0,6/13/17,25.1,8/5/17,,,,,69.3,74,12
SHERMAN (JOHN),Sherman  #6 - High,NORTH OF SOUTH PLAYGROUND,1301 W 52ND ST,<2.0,4/5/17,,,,,,,,,6.14,,
SHERMAN (JOHN),Sherman  #6 - Low,NORTH OF SOUTH PLAYGROUND,1301 W 52ND ST,<2.0,4/5/17,,,,,,,,,7.55,,
SHERWOOD (JESSE),Sherwood  #1,"SPRAY POOL, ON WALL OF FILTER ROOM ",5705 S SHIELDS AVE,<2.0,4/5/17,,,,,,,,,0.246,,
SHERWOOD (JESSE),Sherwood  #2,ATTACHED TO FOOTWASH/SHOWER AT SPRAYPOOL ENTRANCE,5705 S SHIELDS AVE,<2.0,4/5/17,,,,,,,,,<0.12,,
SHERWOOD (JESSE),Sherwood  #3 - High,"SOUTHWEST OF FIELDHOUSE, ON PATH",5705 S SHIELDS AVE,<2.0,4/5/17,,,,,,,,,0.132,,
SHERWOOD (JESSE),Sherwood  #3 - Low,"SOUTHWEST OF FIELDHOUSE, ON PATH",5705 S SHIELDS AVE,<2.0,4/5/17,,,,,,,,,0.156,,
SIMONS (ALMIRA),Simons  #1 - High,West of playground,1640 N DRAKE AVE,<2.0,4/8/17,,,12.4,8/19/17,,,,,16.6,16,27
SIMONS (ALMIRA),Simons  #1 - Low,West of playground,1640 N DRAKE AVE,<2.0,4/8/17,,,7.69,8/19/17,,,,,18.9,8.7,30
SINTIC (GREGORY),Sintic  #1,Inside playlot at north entrance,2835 S WALLACE ST,2.13,4/14/17,,,29,,,,,,-,,
SKINNER (MARK),Skinner  #1 - High,Southwest corner of field house,1331 W  MONROE ST,<2.0,4/13/17,,,,,,,,,<2.0,,
SKINNER (MARK),Skinner  #1 - Low,Southwest corner of field house,1331 W  MONROE ST,<2.0,4/13/17,,,,,,,,,<2.0,,
SKINNER (MARK),Skinner  #1 - Dog,Southwest corner of field house,1331 W  MONROE ST,<2.0,4/13/17,,,,,,,,,<2.0,,
SKINNER (MARK),Skinner  #2 - High,"In playlot, south of northwest gate",1331 W  MONROE ST,<2.0,4/13/17,,,,,,,,,<2.0,,
SKINNER (MARK),Skinner  #2 - Middle,"In playlot, south of northwest gate",1331 W  MONROE ST,<2.0,4/13/17,,,,,,,,,<2.0,,
SKINNER (MARK),Skinner  #2 - Low,"In playlot, south of northwest gate",1331 W  MONROE ST,<2.0,4/13/17,,,,,,,,,<2.0,,
SKINNER (MARK),Skinner  #3 - High,Outside southwest playlot gate,1331 W  MONROE ST,<2.0,4/13/17,,,,,,,,,<2.0,,
SKINNER (MARK),Skinner  #3 - Low,Outside southwest playlot gate,1331 W  MONROE ST,<2.0,4/13/17,,,,,,,,,<2.0,,
SKINNER (MARK),Skinner  #3 - Dog,Outside southwest playlot gate,1331 W  MONROE ST,<2.0,4/13/17,,,,,,,,,<2.0,,
SMITH (JOSEPH HIGGINS),Smith  #1 - High,Corner of Huron and Campbell,2526 W GRAND AVE,2.92,4/7/17,,,4.74,7/29/17,,,,,23.9,29,4.2
SMITH (JOSEPH HIGGINS),Smith  #1 - Middle,Corner of Huron and Campbell,2526 W GRAND AVE,3.03,4/7/17,,,5.76,7/29/17,,,,,23.7,28,4.5
SMITH (JOSEPH HIGGINS),Smith  #1 - Low,Corner of Huron and Campbell,2526 W GRAND AVE,3.05,4/7/17,,,5.56,7/29/17,,,,,23.2,28,4.2
SMITH (JOSEPH HIGGINS),Smith  #2,East of tennis court,2526 W GRAND AVE,4.65,4/7/17,,,<2.0,7/29/17,,,,,21.9,34,32
SMITH (JOSEPH HIGGINS),Smith  #3,Next to southwest diamond,2526 W GRAND AVE,<2.0,4/7/17,,,,,,,,,3.28,,
SMITH (JOSEPH HIGGINS),Smith  #4 - High,Pool deck,2526 W GRAND AVE,<2.0,5/2/17,,,,,,,,,7.69,,
SMITH (JOSEPH HIGGINS),Smith  #4 - Low,Pool deck,2526 W GRAND AVE,<2.0,5/2/17,,,,,,,,,-,,
SMITH (WENDELL),Smith  #1,ON PATH  BETWEEN DIAMOND AND BASKETBALL COURTS,9912 S PRINCETON AVE,6.06,4/19/17,,,,,,,,,2.49,,
SMITH (WENDELL),Smith  #2,SOUTHEAST CORNER OF FIELDHOUSE,9912 S PRINCETON AVE,<2.0,4/19/17,,,<2.0,6/27/17,,,,,67.5,2.1,57
SMITH (WENDELL),Smith  #3,SOUTHWEST CORNER OF PARK OFF 99TH,9912 S PRINCETON AVE,6.83,4/19/17,,,2.39,6/27/17,,,,,30.9,28,5.2
SNAPPING TURTLE,Snapping Turtle #1,At main entrance,534 N ALBANY AVE,<2.0,4/7/17,,,,,,,,,13.2,,
SNOWBERRY,Snowberry  #1,Next to entrance on Huron,1855 W HURON ST,2.62,4/4/17,,,,,,,,,7.31,,
SOUTH LAKEVIEW,South Lakeview #1 - High,NEAR ENTRANCE ON WOLDRAM,1300 W WOLFRAM ST,6.57,4/26/17,,,9.89,7/10/17,,,,,18,17,33
SOUTH LAKEVIEW,South Lakeview #1 - Low,NEAR ENTRANCE ON WOLDRAM,1300 W WOLFRAM ST,7.28,4/26/17,,,9.62,7/10/17,,,,,17,17,32
SOUTH SHORE CULTL. CTR.,South Shore #1 - High,SOUTH OF BALLROOM ON PATH ADJACENT TO BUILDING,7059 S SOUTH SHORE DR,<2.0,4/6/17,,,38.1,6/29/17,,,,,-,,
SOUTH SHORE CULTL. CTR.,South Shore #1 - Low,SOUTH OF BALLROOM ON PATH ADJACENT TO BUILDING,7059 S SOUTH SHORE DR,<2.0,4/6/17,,,6.16,6/29/17,,,,,-,,
SPIKINGS FARM,Spikings Farm #1 - High,At entrance,4706 N PULASKI RD,4.11,4/22/17,,,,,,,,,8.93,,
SPIKINGS FARM,Spikings Farm #1 - Low,At entrance,4706 N PULASKI RD,<2.0,4/22/17,,,,,,,,,9.91,,
SPRUCE,Spruce  #1,WEST OF PLAYGROUND ON BLACKSTONE,5337 S BLACKSTONE AVE,2.49,4/15/17,,,109,6/29/17,,,,,24.8,36,19
STANTON (EDWIN),Stanton  #1,Between playground and ball fields,618 W SCOTT ST,<2.0,4/15/17,,,,,,,,,<2.0,,
STANTON (EDWIN),Stanton  #2,North of basketball courts closest to the school,618 W SCOTT ST,-,,,,,,<2.0,8/9/17,,,-,,
STARR (ELLEN GATES),Starr  #1 - High,North of Playground,2306 W MAYPOLE AVE,<2.0,4/11/17,,,,,,,,,<2.0,,
STARR (ELLEN GATES),Starr  #1 - Middle,North of Playground,2306 W MAYPOLE AVE,<2.0,4/11/17,,,,,,,,,<2.0,,
STARR (ELLEN GATES),Starr  #1 - Low,North of Playground,2306 W MAYPOLE AVE,<2.0,4/11/17,,,,,,,,,<2.0,,
STARS & STRIPES,Stars & Stripes  #1 - High,PLAYGROUND,5100 S NORDICA AVE,3.18,4/4/17,,,,,,,,,5.88,,
STARS & STRIPES,Stars & Stripes  #1 - Middle,PLAYGROUND,5100 S NORDICA AVE,2.8,4/4/17,,,,,,,,,7.58,,
STARS & STRIPES,Stars & Stripes  #1 - Low,PLAYGROUND,5100 S NORDICA AVE,2.81,4/4/17,,,,,,,,,6.66,,
STOUT (FLORENCE),Stout  #1 - High,"INSIDE NORTHEAST ENTRANCE, SOUTH OF PLAYGROUND",5446 S GREENWOOD AVE,4.7,4/17/17,,,25.5,6/30/17,,,,,169,20,7.6
STOUT (FLORENCE),Stout  #1 - Low,"INSIDE NORTHEAST ENTRANCE, SOUTH OF PLAYGROUND",5446 S GREENWOOD AVE,3.84,4/17/17,,,21.1,6/30/17,,,,,174,53,8.3
STOUT (FLORENCE),Stout  #2,"WEST SIDE OF PARK, AT 54TH PLACE ENTRANCE",5446 S GREENWOOD AVE,<2.0,4/17/17,,,5.78,6/30/17,,,,,19.9,36,5.2
STROHACKER (HOWARD),Strohacker  #1,"SOUTH OF PLAYGROUND, ON KOLIN",4347 W 54TH ST,<2.0,4/3/17,,,29.2,6/28/17,,,,,39.6,13,1.96
SUMAC,Sumac  #1 - High,Located at north entrance on 42nd Street,4201 S CHAMPLAIN AVE,3.25,4/28/17,,,,,,,,,9.2,,
SUMAC,Sumac  #1 - Middle,Located at north entrance on 42nd Street,4201 S CHAMPLAIN AVE,2.76,4/28/17,,,,,,,,,9.6,,
SUMAC,Sumac  #1 - Low,Located at north entrance on 42nd Street,4201 S CHAMPLAIN AVE,3.53,4/28/17,,,,,,,,,9,,
SUN YAT-SEN,Sun Yat-Sen  #1 - High,"In plaza, south of entrance gateway, east of statue",251 W 24TH PL,<2.0,5/6/17,,,,,,,,,<2.0,,
SUN YAT-SEN,Sun Yat-Sen  #1 - Low,"In plaza, south of entrance gateway, east of statue",251 W 24TH PL,<2.0,5/6/17,,,,,,,,,<2.0,,
SUPERA,Supera  #1 - High,NEAR ENTRANCE ON DRAPER,2528 N RACINE AVE,2.52,4/24/17,,,,,,,,,6.9,,
SUPERA,Supera  #1 - Middle,NEAR ENTRANCE ON DRAPER,2528 N RACINE AVE,2.5,4/24/17,,,,,,,,,6.7,,
SUPERA,Supera  #1 - Low,NEAR ENTRANCE ON DRAPER,2528 N RACINE AVE,2.89,4/24/17,,,,,,,,,6.6,,
SUPERIOR,Superior  #1 - High,Near park entrance on Hoyne,2101 W SUPERIOR ST,2.06,4/4/17,,,2.03,7/29/17,,,,,15.4,18,<2.0
SUPERIOR,Superior  #1 - Low,Near park entrance on Hoyne,2101 W SUPERIOR ST,2.05,4/4/17,,,3.69,7/29/17,,,,,13.3,,
SWEET CLOVER,Sweet Clover  #1 - High,Northwest of main entrance,650 N LEAMINGTON AVE,3.81,4/8/17,,,,,,,,,5.73,,
SWEET CLOVER,Sweet Clover  #1 - Low,Northwest of main entrance,650 N LEAMINGTON AVE,4.07,4/8/17,,,,,,,,,6.4,,
SYCAMORE,Sycamore  #1,INSIDE ENTRANCE ON GREENWOOD,5109 S GREENWOOD AVE,4.42,4/15/17,,,52.1,6/30/17,,,,,142,81,62
TAYLOR (ROBERT ROCHON),Taylor  #1,"Off State, along driveway",39 W 47TH ST,3.45,4/28/17,,,,,,,,,14,,
TAYLOR (ROBERT ROCHON),Taylor  #2,On pool deck,39 W 47TH ST,2.33,4/28/17,,,,,,,,,9.5,,
"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #1 - High,In playground,704 W 42ND ST,<2.0,4/24/17,,,,,,,,,<0.12,,
"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #1 - Middle,In playground,704 W 42ND ST,<2.0,4/24/17,,,,,,,,,0.157,,
"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #1 - Low,In playground,704 W 42ND ST,<2.0,4/24/17,,,,,,,,,<0.127,,
"TAYLOR-LAURIDSEN (JOHN, EMIL)",Taylor-Lauridsen  #2,"South end of park, near baseball diamond",704 W 42ND ST,6.8,4/24/17,,,,,,,,,14.8,,
THROOP (AMOS GAGER),Throop  #1,Inside northern entrance on Throop,1811 S THROOP ST,<2.0,4/11/17,,,,,,,,,<2.0,,
THUIS (GRACE ZWIEFKA),Thuis  #1,"Northwest corner of park, near playground",4800 N LAVERGNE AVE,2.45,4/4/17,,,43.4,6/15/17,,,,,125,62.6,6.84
TILL-MOBLEY (MAMIE),Till-Mobley  #1,EAST OF BASKETBALL COURT,6410 S ELLIS AVE,<2.0,4/12/17,,,26.7,8/1/17,,,,,13.4,,
TILTON (GEORGE),Tilton  #1,West of fieldhouse near basketball court,305 N KOSTNER,-,,,,,,,,,,<0.12,,
TOM (PING) MEML.,Ping Tom  #1 - High,West side of boathouse,1700 S WENTWORTH,3.92,4/26/17,,,,,,,,,2.1,,
TOM (PING) MEML.,Ping Tom  #1 - Low,West side of boathouse,1700 S WENTWORTH,4.09,4/26/17,,,,,,,,,2.1,,
TOM (PING) MEML.,Ping Tom  #2 - High,East side of playlot,1700 S WENTWORTH,<2.0,4/26/17,,,,,,,,,<2.0,,
TOM (PING) MEML.,Ping Tom  #2 - Low,East side of playlot,1700 S WENTWORTH,<2.0,4/26/17,,,,,,,,,<2.0,,
TOM (PING) MEML.,Ping Tom  #3 - High,"Southernmost loop on walking path, 30' southwest of fork",1700 S WENTWORTH,<2.0,7/8/17,,,,,,,,,<2.0,,
TOM (PING) MEML.,Ping Tom  #3 - Low,"Southernmost loop on walking path, 30' southwest of fork",1700 S WENTWORTH,<2.0,7/8/17,,,,,,,,,<2.0,,
TOM (PING) MEML.,Ping Tom  #4 - High,North of 18th behind baseball diamond,1700 S WENTWORTH,<2.0,7/8/17,,,,,,,,,<2.0,,
TOM (PING) MEML.,Ping Tom  #4 - Low,North of 18th behind baseball diamond,1700 S WENTWORTH,<2.0,7/8/17,,,,,,,,,<2.0,,
TOUHY (PATRICK),Touhy  #1 - High,"NORTH OF FIELDHOUSE, NEAR PLAYGROUND",7348 N PAULINA ST,<2.0,4/22/17,,,,,,,,,<2.0,,
TOUHY (PATRICK),Touhy  #1 - Middle,"NORTH OF FIELDHOUSE, NEAR PLAYGROUND",7348 N PAULINA ST,<2.0,4/22/17,,,,,,,,,<2.0,,
TOUHY (PATRICK),Touhy  #1 - Low,"NORTH OF FIELDHOUSE, NEAR PLAYGROUND",7348 N PAULINA ST,<2.0,4/22/17,,,,,,,,,<2.0,,
TOUHY (PATRICK),Touhy  #2 - High,"BEHIND HOME PLATE OF NORTH DIAMOND, ON PATH",7348 N PAULINA ST,13.5,4/22/17,,,3.06,7/12/17,,,,,52,41,27
TOUHY (PATRICK),Touhy  #2 - Low,"BEHIND HOME PLATE OF NORTH DIAMOND, ON PATH",7348 N PAULINA ST,13.8,4/22/17,,,3.96,7/12/17,,,,,100,41,26
TOUHY (PATRICK),Touhy  #3,"NORTH OF TENNIS COURTS, ON PATH",7348 N PAULINA ST,17.7,4/22/17,20,6/15/17,,,,,,,73,99,82
"TOUHY-HERBERT (JOHN, VICTOR)",Touhy-Herbert  #1,"Northwest corner, near alley behind school",2106 W ADAMS ST,6.75,4/11/17,,,,,,,,,12,,
"TOUHY-HERBERT (JOHN, VICTOR)",Touhy-Herbert  #2,Northeast corner of field house,2106 W ADAMS ST,2.89,4/11/17,,,,,,,,,3.9,,
TREBES (ROBERT),Trebes  #1,NORTH OF PLAYGROUND,2250 N CLIFTON AVE,6.58,4/24/17,,,68.1,7/10/17,,,,,-,,
TREBES (ROBERT),Trebes  #2,"ON RACINE, BEHIND HOME PLATE OF BASEBALL DIAMOND",2250 N CLIFTON AVE,<2.0,4/24/17,,,,,,,,,<2.0,,
TRIANGLE,Triangle #1 - High,"ON PATH, EAST OF HASKINS, ALONG JUNEWAY TERRACE",1750 W JUNEWAY TER,<2.0,4/22/17,,,,,,,,,2.1,,
